ticker,tweet_week,avg_weekly_polarity
AAPL,2021-09-27,0.10248000188217579
AAPL,2021-10-04,0.14428908865133355
AAPL,2021-10-11,0.13852109205328902
AAPL,2021-10-18,0.17278416063395055
AAPL,2021-10-25,0.08913164289599537
AAPL,2021-11-01,0.06351089588377724
AAPL,2021-11-08,0.1455232771260997
AAPL,2021-11-15,0.11980757781062659
AAPL,2021-11-22,0.11570183982683982
AAPL,2021-11-29,0.07190371198984644
AAPL,2021-12-06,0.11525491633434982
AAPL,2021-12-13,0.11968997609866458
AAPL,2021-12-20,0.10470295329670329
AAPL,2021-12-27,0.10065170465961605
AAPL,2022-01-03,0.15141968985630958
AAPL,2022-01-10,0.060776341647770224
AAPL,2022-01-17,0.16224334999151174
AAPL,2022-01-24,0.06002164646046082
AAPL,2022-01-31,0.06333337612504279
AAPL,2022-02-07,0.07625508448878014
AAPL,2022-02-14,0.08101487974987975
AAPL,2022-02-21,0.06992467043314501
AAPL,2022-02-28,0.11367831939749748
AAPL,2022-03-07,0.05652382808092684
AAPL,2022-03-14,0.08217942506459948
AAPL,2022-03-21,0.06907063668311349
AAPL,2022-03-28,0.08019137452960982
AAPL,2022-04-04,0.0846342227899605
AAPL,2022-04-11,0.07972873422873424
AAPL,2022-04-18,0.10773168762454477
AAPL,2022-04-25,0.06910588992637152
AAPL,2022-05-02,0.1037710149877703
AAPL,2022-05-09,0.10243100164471132
AAPL,2022-05-16,0.07013809660485885
AAPL,2022-05-23,0.06783930174763508
AAPL,2022-05-30,0.059249903799903796
AAPL,2022-06-06,0.07181307272187375
AAPL,2022-06-13,0.0653598885682219
AAPL,2022-06-20,0.1369453812767766
AAPL,2022-06-27,0.12999383718133717
AAPL,2022-07-04,0.10538228715728716
AAPL,2022-07-11,0.0580843253968254
AAPL,2022-07-18,0.08623670115195539
AAPL,2022-07-25,0.07768533898494216
AAPL,2022-08-01,0.07897712542087541
AAPL,2022-08-08,0.07304360513477055
AAPL,2022-08-15,0.07650852204403341
AAPL,2022-08-22,0.08889847122979654
AAPL,2022-08-29,0.04638113862199227
AAPL,2022-09-05,0.08745832068798338
AAPL,2022-09-12,0.1363845752947644
AAPL,2022-09-19,0.06131902985661156
AAPL,2022-09-26,0.07444314861042355
AMD,2021-09-27,0.101635101010101
AMD,2021-10-04,0.12377366522366522
AMD,2021-10-11,0.2521780428873452
AMD,2021-10-18,0.2045972318851783
AMD,2021-10-25,0.14174767864985255
AMD,2021-11-01,0.16786796536796536
AMD,2021-11-08,0.08897095441276476
AMD,2021-11-15,0.12952478595478595
AMD,2021-11-22,0.1344728048919011
AMD,2021-11-29,0.13879270382395384
AMD,2021-12-06,0.2566486683606249
AMD,2021-12-13,0.1945947857257381
AMD,2021-12-20,0.171012987012987
AMD,2021-12-27,0.15485778046243162
AMD,2022-01-03,0.1813608127546807
AMD,2022-01-10,0.1102848749106348
AMD,2022-01-17,0.0695560432365988
AMD,2022-01-24,0.12033903519320187
AMD,2022-01-31,0.13455393670447433
AMD,2022-02-07,0.14580608574926757
AMD,2022-02-14,0.18100551647426646
AMD,2022-02-21,0.15451118383380288
AMD,2022-02-28,0.15378393867755571
AMD,2022-03-07,0.13700348970757134
AMD,2022-03-14,0.10946886709229146
AMD,2022-03-21,0.11398698668229917
AMD,2022-03-28,0.13845274599738885
AMD,2022-04-04,0.1251598142317839
AMD,2022-04-11,0.0870776731881383
AMD,2022-04-18,0.13240546218487395
AMD,2022-04-25,0.1969116489571035
AMD,2022-05-02,0.12472721279818738
AMD,2022-05-09,0.15105552119837834
AMD,2022-05-16,0.09568124699374699
AMD,2022-05-23,0.19057324181666288
AMD,2022-05-30,0.15898639786139787
AMD,2022-06-06,0.09698979189213565
AMD,2022-06-13,0.12838367440640167
AMD,2022-06-20,0.09736211319544653
AMD,2022-06-27,0.1759219276094276
AMD,2022-07-04,0.16021374458874457
AMD,2022-07-11,0.12224176286676285
AMD,2022-07-18,0.12930449818380854
AMD,2022-07-25,0.15452670125289172
AMD,2022-08-01,0.08230336452762924
AMD,2022-08-08,0.13284807534807533
AMD,2022-08-15,0.19338744588744589
AMD,2022-08-22,0.04525125775125775
AMD,2022-08-29,0.09740802687772385
AMD,2022-09-05,0.23037114845938375
AMD,2022-09-12,0.08092662738496072
AMD,2022-09-19,0.12827715444041976
AMD,2022-09-26,0.17735151124264026
AMZN,2021-09-27,0.10593954248366014
AMZN,2021-10-04,0.11040840332506999
AMZN,2021-10-11,0.07819308447284638
AMZN,2021-10-18,0.08392611977741288
AMZN,2021-10-25,0.058253761382998676
AMZN,2021-11-01,0.0931192411465849
AMZN,2021-11-08,0.08308536577509792
AMZN,2021-11-15,0.11465626584376586
AMZN,2021-11-22,0.09298455988455988
AMZN,2021-11-29,0.13406084656084655
